"language","text"
"English","Though must admit, pretty bloody pleased to have new handbag.)"
"English","What is the point of entire nation rushing round for six weeks in a bad mood preparing for utterly pointless Taste-of-Others exam which entire nation then fails and gets stuck with hideous unwanted merchandise as fallout?"
"English","If gifts and cards were completely eradicated, then Christmas as pagan-style twinkly festival to distract from lengthy winter gloom would be lovely."
"English","But if government, religious bodies, parents, tradition, etc., insist on Christmas Gift Tax to ruin everything why not make it that everyone must go out and spend ?500 on themselves then distribute the items among their relatives and friends to wrap up and give to them instead of this psychic-failure torment?"
"English","9:45 a.m. Just had Mum on the phone."
"English","But we always get presents from Santa in sacks at the bottom of our beds."
"English","World seems bleak and gray."
"English","Oh God, better go to work – but will not have anything to drink at disco-lunch, just be friendly and professional to Matt, stay till about 3:30 p.m., then leave and do my Christmas cards."
"English","Course is OK – everyone drunks office Christmas parties."
"English","Is a good fun."
"English","Must gust sleep – doen maur about clothesoff."
"English","Wed 20 December"
"English","5:30 a.m. Oh my God."
"English","Thursday 21 December"
"English","9st 3 (actually, in funny sort of way there is no reason why should not actually lose weight over Christmas since am so full that – certainly any time after Christmas dinner it is perfectly acceptable to refuse all food on grounds of being too full."
"English","In fact it is probably the one time of year when it is OK not to eat)."
"English","For ten days now have been living in state of permanent hangover and foraging sub-existence without proper meals or hot food."
"English","Christmas is like war."
"English","Going down to Oxford Street is hanging over me like going over the top."
"English","Would that the Red Cross or Germans would come and find me."
"English","Have not done Christmas shopping."
"English","Have not sent Christmas cards."
"English","Got to go to work."
"English","Right, am never, never going to drink again for the rest of life."
"English","Aargh – field telephone."
"English","It was Mum but might as well have been Goebbels trying to rush me into invading Poland."
"English","That first one ."
"English","Frankly, I would rather set fire to my flat all on my own than sit in it with Becca."
"English","Cannot believe my mother is not more grateful to Mark Darcy for sorting everything out for her."
"English","Instead of which he has become part of That Which Must Not Be Mentioned, i.e."
"English","the Great Time-Share Rip-Off, and she behaves as if he never existed."
"English","Cannot help but think he must have coughed up a bit to get everyone their money back."
"English","V. nice good person."
"English","Too good for me, evidently."
"English","Must put sheets on bed."
"English","Disgusting to sleep on uncomfortable button-studded mattress."
"English","Where are sheets, though?"
"English","Wish had some food."
"English","Friday 22 December"
"English","Now it is nearly Christmas, find self feeling sentimental about Daniel."
"English","Cannot believe have not had Christmas card from him (though come to think of it have not managed to send any cards yet myself)."
"English","Seems weird to have been so close during the year and now be completely out of touch."
"English","Maybe Daniel is unexpectedly Orthodox Jew."
"English","Maybe Mark Darcy will ring tomorrow to wish me Happy Christmas."
"English","Saturday 23 December"
"English","9st 4, alcohol units 12, cigarettes 38, calories 2976, friends and loved ones who care about self this festive tide 0."
"English","So glad decided to be festive Home Alone Singleton like Princess Diana."
"English","6:05 p.m. Wonder where everybody is?"
"English","I suppose they are all with their boyfriends or have gone home to their families."
"English","Anyway, chance to get things done ."
"English","or they have families of own."
"English","Tiny fluffy children in pajamas with pink cheeks looking at the Christmas tree excitedly."
"English","Or maybe they are all at a big party except me."
"English","Only an hour till Blind Date."
"English","Even Jude has forgotten about me."
"English","She has been ringing all week panicking about what to buy Vile Richard."
"English","Latest idea was whisky but combined with other small gift so as not to seem cheapskate or anonymous-possibly combined with tangerines and chocolate coins, depending on whether Jude decided Christmas Stocking conceit over-cute to point of nausea or terrifyingly smart in its Post-Modernity."
"English","Emergency: Jude on phone in tears."
"English","Vile Richard has gone back to Vile July."
"English","Thank God stayed home."
"English","Am clearly Emissary of Baby Jesus here to help those persecuted at Christmas by Herod-Wannabees, e.g."
